"","...1","rank","name","Net Worth","AGE","country","Source","industry","soccer_team"
"2374",2373,2324,"Chatchai Kaewbootta","$1.2 B",70,"Thailand","auto loans","Finance & Investments",NA
"2375",2374,2324,"Shirley Kao","$1.2 B",65,"Taiwan","food & beverage retailing","Food & Beverage",NA
"2376",2375,2324,"Ipek Kirac","$1.2 B",37,"Turkey","diversified","Diversified",NA
"2377",2376,2324,"Carsten Koerl","$1.2 B",57,"Germany","sports data","Sports",NA
"2378",2377,2324,"Andrei Kosogov","$1.2 B",61,"Russia","Banking","Energy",NA
"2379",2378,2324,"John Krystynak","$1.2 B",53,"United States","mobile games","Media & Entertainment",NA
"2380",2379,2324,"John Kusuma","$1.2 B",55,"Indonesia","banking","Finance & Investments",NA
"2381",2380,2324,"Hartono Kweefanus","$1.2 B",72,"Indonesia","food manufacturing","Food & Beverage",NA
"2382",2381,2324,"Kwek Leng Peck","$1.2 B",66,"Singapore","diversified","Diversified",NA
"2383",2382,2324,"Kristo Käärmann","$1.2 B",41,"Estonia","payments, banking","Finance & Investments",NA
"2384",2383,2324,"Guy Laliberté","$1.2 B",62,"Canada","Cirque du Soleil","Media & Entertainment",NA
"2385",2384,2324,"Lee Sang-ryul","$1.2 B",60,"South Korea","chemicals","Manufacturing",NA
"2386",2385,2324,"Lee Seung-gun","$1.2 B",40,"South Korea","fintech","Technology",NA
"2387",2386,2324,"Hongjing Li","$1.2 B",54,"China","auto parts","Automotive",NA
"2388",2387,2324,"Li Wanqiang","$1.2 B",44,"China","smartphones","Technology",NA
"2389",2388,2324,"Lu Hongyan","$1.2 B",44,"China","online games","Media & Entertainment",NA
"2390",2389,2324,"Dalong Lv","$1.2 B",60,"China","telecom services","Telecom",NA
"2391",2390,2324,"Carsten Maschmeyer","$1.2 B",62,"Germany","finance services","Finance & Investments",NA
"2392",2391,2324,"Todd McKinnon","$1.2 B",50,"United States","software","Technology",NA
"2393",2392,2324,"Rubens Menin Teixeira de Souza","$1.2 B",66,"Brazil","home building, banking","Diversified",NA
"2394",2393,2324,"Lorinc Meszaros","$1.2 B",56,"Hungary","diversified","Diversified",NA
"2395",2394,2324,"Ulrich Mommert & family","$1.2 B",81,"Austria","lighting","Automotive",NA
"2396",2395,2324,"Park Kwan-ho","$1.2 B",50,"South Korea","online games","Media & Entertainment",NA
"2397",2396,2324,"George Pedersen","$1.2 B",86,"United States","defense contractor","Manufacturing",NA
"2398",2397,2324,"David Penaloza Alanis","$1.2 B",48,"Mexico","toll roads","Construction & Engineering",NA
"2399",2398,2324,"Stefan Pierer","$1.2 B",65,"Austria","automotive","Automotive",NA
"2400",2399,2324,"Murdaya Poo","$1.2 B",81,"Indonesia","diversified","Diversified",NA
"2401",2400,2324,"Michael Price","$1.2 B",69,"United States","investments","Finance & Investments",NA
"2402",2401,2324,"Leonid Radvinsky","$1.2 B",40,"United States","e-commerce","Technology",NA
"2403",2402,2324,"Megdet Rahimkulov & family","$1.2 B",76,"Russia","investments","Finance & Investments",NA
"2404",2403,2324,"Andrei Rappoport","$1.2 B",58,"Russia","investments","Finance & Investments",NA
"2405",2404,2324,"Dasari Uday Kumar Reddy","$1.2 B",54,"India","cloud communications","Technology",NA
"2406",2405,2324,"Helena Revoredo","$1.2 B",75,"Spain","security services","Service",NA
"2407",2406,2324,"Duke Reyes","$1.2 B",65,"United States","beer distribution","Food & Beverage",NA
"2408",2407,2324,"Nobutada Saji","$1.2 B",76,"Japan","beverages","Food & Beverage",NA
"2409",2408,2324,"Leonard Schleifer","$1.2 B",69,"United States","pharmaceuticals","Healthcare",NA
"2410",2409,2324,"Airat Shaimiev","$1.2 B",60,"Russia","refinery, chemicals","Energy",NA
"2411",2410,2324,"Radik Shaimiev","$1.2 B",57,"Russia","refinery, chemicals","Energy",NA
"2412",2411,2324,"Vijay Shekhar Sharma","$1.2 B",43,"India","financial technology","Service",NA
"2413",2412,2324,"Devi Shetty","$1.2 B",69,"India","healthcare","Healthcare",NA
"2414",2413,2324,"Shum Chiu Hung & family","$1.2 B",52,"China","real estate","Real Estate",NA
"2415",2414,2324,"Michael Steinhardt","$1.2 B",81,"United States","hedge funds","Finance & Investments",NA
"2416",2415,2324,"Petter Stordalen & family","$1.2 B",59,"Norway","hotels","Service",NA
"2417",2416,2324,"Winarko Sulistyo","$1.2 B",76,"Indonesia","paper and pulp","Manufacturing",NA
"2418",2417,2324,"Sun Huaiqing & family","$1.2 B",52,"China","cosmetics","Fashion & Retail",NA
"2419",2418,2324,"Luc Tack","$1.2 B",60,"Belgium","textile, chemicals","Manufacturing",NA
"2420",2419,2324,"Lucio Tan","$1.2 B",87,"Philippines","diversified","Diversified",NA
"2421",2420,2324,"Yoshikazu Tanaka","$1.2 B",45,"Japan","social network","Technology",NA
"2422",2421,2324,"Stanley Tang","$1.2 B",29,"United States","food delivery app","Technology",NA
"2423",2422,2324,"Sam Tarascio","$1.2 B",77,"Australia","real estate","Real Estate",NA
"2424",2423,2324,"Alexander Tedja","$1.2 B",76,"Indonesia","real estate","Real Estate",NA
"2425",2424,2324,"Laurie Tisch","$1.2 B",71,"United States","insurance, NFL team","Diversified",NA
"2426",2425,2324,"Steven Tisch","$1.2 B",73,"United States","insurance","Diversified",NA
"2427",2426,2324,"Stefania Triva","$1.2 B",57,"Italy","microbiology","Healthcare",NA
"2428",2427,2324,"Maria Grace Uy","$1.2 B",53,"Philippines","telecom","Telecom",NA
"2429",2428,2324,"Wim van der Leegte","$1.2 B",74,"Netherlands","manufacturing","Manufacturing",NA
"2430",2429,2324,"Thongma Vijitpongpun","$1.2 B",64,"Thailand","real estate","Real Estate",NA
"2431",2430,2324,"Jianfeng Wang & family","$1.2 B",52,"China","auto parts","Automotive",NA
"2432",2431,2324,"Wang Jilei","$1.2 B",57,"China","logistics","Logistics",NA
"2433",2432,2324,"Wang Junmin","$1.2 B",53,"China","pharmaceuticals","Healthcare",NA
"2434",2433,2324,"Wang Kunxiao","$1.2 B",52,"China","oilfield equipment","Manufacturing",NA
"2435",2434,2324,"Wang Zhentao & family","$1.2 B",56,"China","vaccine & shoes","Healthcare",NA
"2436",2435,2324,"J. Wayne Weaver","$1.2 B",86,"United States","Shoes","Diversified",NA
"2437",2436,2324,"Weng Xianding","$1.2 B",60,"China","medical devices","Healthcare",NA
"2438",2437,2324,"Horst Wortmann","$1.2 B",80,"Germany","footwear","Fashion & Retail",NA
"2439",2438,2324,"Wu Chung-yi","$1.2 B",66,"Taiwan","manufacturing","Manufacturing",NA
"2440",2439,2324,"Wu Li-gann","$1.2 B",81,"Taiwan","electronic components","Manufacturing",NA
"2441",2440,2324,"Wu Peifu & family","$1.2 B",60,"China","plastic","Manufacturing",NA
"2442",2441,2324,"Xiu Laigui","$1.2 B",67,"China","pharmaceuticals","Healthcare",NA
"2443",2442,2324,"Yeh Kuo-I","$1.2 B",80,"Taiwan","manufacturing","Manufacturing",NA
"2444",2443,2324,"Faxiang Yu","$1.2 B",50,"China","tourism, cultural industry","Media & Entertainment",NA
"2445",2444,2324,"Zeng Chaolin","$1.2 B",39,"China","Aluminium","Metals & Mining",NA
"2446",2445,2324,"Zhang Tianyu","$1.2 B",54,"China","telecommunications","Telecom",NA
"2447",2446,2324,"Shusheng Zheng","$1.2 B",56,"China","telecom","Telecom",NA
"2448",2447,2448,"A. Jayson Adair","$1.1 B",52,"United States","damaged cars","Automotive",NA
"2449",2448,2448,"Joao Alves de Queiroz Filho","$1.1 B",69,"Brazil","pharmaceuticals","Diversified",NA
"2450",2449,2448,"Ryuji Arai","$1.1 B",75,"Japan","retail","Fashion & Retail",NA
"2451",2450,2448,"Sara Blakely","$1.1 B",51,"United States","Spanx","Fashion & Retail",NA
"2452",2451,2448,"Lloyd Blankfein","$1.1 B",67,"United States","banking","Finance & Investments",NA
"2453",2452,2448,"Henadiy Boholyubov","$1.1 B",60,"Ukraine","banking, investments","Diversified",NA
"2454",2453,2448,"Caspar Callerström","$1.1 B",48,"Sweden","financial services","Finance & Investments",NA
"2455",2454,2448,"Kejian Cao","$1.1 B",59,"China","air compressors","Manufacturing",NA
"2456",2455,2448,"Turgay Ciner","$1.1 B",66,"Turkey","diversified","Diversified",NA
"2457",2456,2448,"Dai Lizhong","$1.1 B",53,"China","medical testing","Healthcare",NA
"2458",2457,2448,"Pedro de Godoy Bueno","$1.1 B",31,"Brazil","health insurance","Healthcare",NA
"2459",2458,2448,"Aydin Dogan","$1.1 B",85,"Turkey","media","Media & Entertainment",NA
"2460",2459,2448,"Wolfgang Egger","$1.1 B",56,"Germany","real estate","Real Estate",NA
"2461",2460,2448,"Gabriel Escarrer","$1.1 B",87,"Spain","hotels","Service",NA
"2462",2461,2448,"Richard Fairbank","$1.1 B",71,"United States","banking","Finance & Investments",NA
"2463",2462,2448,"Andy Fang","$1.1 B",29,"United States","food delivery app","Technology",NA
"2464",2463,2448,"Benedicte Find","$1.1 B",64,"Denmark","medical devices","Healthcare",NA
"2465",2464,2448,"Paul Fireman","$1.1 B",78,"United States","Reebok","Fashion & Retail",NA
"2466",2465,2448,"Donald Friese","$1.1 B",81,"United States","manufacturing","Manufacturing",NA
"2467",2466,2448,"Soichiro Fukutake","$1.1 B",76,"Japan","education","Service",NA
"2468",2467,2448,"Antonio Gallardo Ballart","$1.1 B",86,"Spain","pharmaceuticals","Healthcare",NA
"2469",2468,2448,"David Golub","$1.1 B",59,"United States","private equity","Finance & Investments",NA
"2470",2469,2448,"Guan Yihong","$1.1 B",52,"China","restaurant","Food & Beverage",NA
"2471",2470,2448,"Stelios Haji-Ioannou","$1.1 B",55,"Cyprus","EasyJet","Service",NA
"2472",2471,2448,"Mustafa Hamied","$1.1 B",81,"India","pharmaceuticals","Healthcare",NA
"2473",2472,2448,"Han Arming Hanafia","$1.1 B",64,"Indonesia","data centers","Technology",NA
"2474",2473,2448,"Ronnen Harary","$1.1 B",50,"Canada","toys","Manufacturing",NA
"2475",2474,2448,"David Helgason","$1.1 B",44,"Iceland","game software","Technology",NA
"2476",2475,2448,"Christian Herz","$1.1 B",64,"Germany","coffee","Finance & Investments",NA
"2477",2476,2448,"Michaela Herz","$1.1 B",64,"Germany","coffee","Finance & Investments",NA
"2478",2477,2448,"Eduardo Hochschild","$1.1 B",58,"Peru","mining","Metals & Mining",NA
"2479",2478,2448,"Hong Seok-joh","$1.1 B",69,"South Korea","convenience stores","Fashion & Retail",NA
"2480",2479,2448,"Huang Jiangji","$1.1 B",64,"Hong Kong","smartphones","Technology",NA
"2481",2480,2448,"Huang Xu","$1.1 B",54,"China","semiconductor","Technology",NA
"2482",2481,2448,"Subba Rao Jasti","$1.1 B",95,"India","pharmaceuticals","Healthcare",NA
"2483",2482,2448,"Long Jiang","$1.1 B",48,"China","Manufacturing","Technology",NA
"2484",2483,2448,"Jiang Xuefei & family","$1.1 B",52,"China","printed circuit boards","Technology",NA
"2485",2484,2448,"Jonas Kamprad","$1.1 B",56,"Sweden","IKEA","Finance & Investments",NA
"2486",2485,2448,"Mathias Kamprad","$1.1 B",52,"Sweden","IKEA","Finance & Investments",NA
"2487",2486,2448,"Peter Kamprad","$1.1 B",58,"Sweden","IKEA","Finance & Investments",NA
"2488",2487,2448,"Andrew Karam","$1.1 B",40,"United States","mobile games","Media & Entertainment",NA
"2489",2488,2448,"Samvel Karapetyan","$1.1 B",56,"Russia","real estate","Construction & Engineering",NA
"2490",2489,2448,"Alexander Karp","$1.1 B",54,"United States","software firm","Technology",NA
"2491",2490,2448,"Ke Guihua","$1.1 B",56,"China","auto parts","Manufacturing",NA
"2492",2491,2448,"Kim Jung-woong","$1.1 B",47,"South Korea","cosmetics","Fashion & Retail",NA
"2493",2492,2448,"Harry Klagsbrun","$1.1 B",67,"Sweden","financial services","Finance & Investments",NA
"2494",2493,2448,"Alexander Knauf","$1.1 B",47,"Germany","building materials","Manufacturing",NA
"2495",2494,2448,"Martin Knauf","$1.1 B",64,"Germany","building materials","Manufacturing",NA
"2496",2495,2448,"Robert Knauf","$1.1 B",64,"Germany","building materials","Manufacturing",NA
"2497",2496,2448,"Koh Wee Meng","$1.1 B",58,"Singapore","real estate, hotels","Real Estate",NA
"2498",2497,2448,"Sergei Kolesnikov","$1.1 B",50,"Russia","building materials","Manufacturing",NA
"2499",2498,2448,"Andrei Komarov","$1.1 B",55,"Russia","investments","Manufacturing",NA
"2500",2499,2448,"Koo Bon-neung","$1.1 B",73,"South Korea","electronics","Manufacturing",NA
"2501",2500,2448,"Koo Bon-sik","$1.1 B",63,"South Korea","LG","Technology",NA
"2502",2501,2448,"Suresh Krishna","$1.1 B",85,"India","auto parts","Automotive",NA
"2503",2502,2448,"Nancy Lerner","$1.1 B",61,"United States","banking, credit cards","Finance & Investments",NA
"2504",2503,2448,"Norma Lerner","$1.1 B",86,"United States","banking","Finance & Investments",NA
"2505",2504,2448,"Randolph Lerner","$1.1 B",60,"United States","banking, credit cards","Finance & Investments",NA
"2506",2505,2448,"Li Shui-po","$1.1 B",65,"Taiwan","Manufacturing","Manufacturing",NA
"2507",2506,2448,"Li Tan","$1.1 B",57,"China","pharmaceuticals","Healthcare",NA
"2508",2507,2448,"Li Wenmei & family","$1.1 B",59,"China","medical equipment","Healthcare",NA
"2509",2508,2448,"Lim Hariyanto Wijaya Sarwono","$1.1 B",93,"Indonesia","palm oil, nickel mining","Energy",NA
"2510",2509,2448,"Lin Jie & family","$1.1 B",53,"China","pharmaceuticals","Healthcare",NA
"2511",2510,2448,"Liu Chengyu & family","$1.1 B",59,"China","power supply equipment","Manufacturing",NA
"2512",2511,2448,"Lou Boliang","$1.1 B",58,"United States","pharmaceuticals","Healthcare",NA
"2513",2512,2448,"Lun Ruixiang & family","$1.1 B",54,"China","real estate","Real Estate",NA
"2514",2513,2448,"Lv Yongxiang","$1.1 B",72,"China","magnetic switches","Manufacturing",NA
"2515",2514,2448,"Ma Xiuhui","$1.1 B",51,"China","LED lighting","Manufacturing",NA
"2516",2515,2448,"Yasseen Mansour","$1.1 B",60,"Egypt","diversified","Diversified",NA
"2517",2516,2448,"Jorge Mas","$1.1 B",59,"United States","Construction","Construction & Engineering",NA
"2518",2517,2448,"Michael McCain","$1.1 B",64,"Canada","packaged meats","Food & Beverage",NA
"2519",2518,2448,"Gabriella Meister","$1.1 B",64,"Germany","appliances","Manufacturing",NA
"2520",2519,2448,"Ulrike Meister","$1.1 B",55,"Germany","appliances","Manufacturing",NA
"2521",2520,2448,"Jeffrey Michael & family","$1.1 B",65,"United States","data management","Technology",NA
"2522",2521,2448,"Soichiro Minami","$1.1 B",45,"Japan","internet and software","Technology",NA
"2523",2522,2448,"Bob Muglia","$1.1 B",62,"United States","software","Technology",NA
"2524",2523,2448,"Erik Must","$1.1 B",79,"Norway","stock brokerage","Finance & Investments",NA
"2525",2524,2448,"Kerr Neilson","$1.1 B",72,"Australia","Investments","Finance & Investments",NA
"2526",2525,2448,"John Oyler","$1.1 B",54,"United States","biotech","Healthcare",NA
"2527",2526,2448,"Park Hyeon-joo","$1.1 B",63,"South Korea","mutual funds","Finance & Investments",NA
"2528",2527,2448,"Jose Isaac Peres & family","$1.1 B",81,"Brazil","shopping malls","Real Estate",NA
"2529",2528,2448,"Catherine Phillips","$1.1 B",64,"Canada","investments","Finance & Investments",NA
"2530",2529,2448,"John Phillips","$1.1 B",71,"Canada","investments","Finance & Investments",NA
"2531",2530,2448,"Pu Zhongjie & family","$1.1 B",59,"China","medical equipment","Healthcare",NA
"2532",2531,2448,"Qian Xiaojun","$1.1 B",47,"China","IT","Technology",NA
"2533",2532,2448,"Anton Rabie","$1.1 B",50,"Canada","toys","Manufacturing",NA
"2534",2533,2448,"Igor Rybakov","$1.1 B",49,"Russia","building materials","Manufacturing",NA
"2535",2534,2448,"K. Rai Sahi","$1.1 B",75,"Canada","real estate","Real Estate",NA
"2536",2535,2448,"Karl Scheufele, III. & family","$1.1 B",83,"Switzerland","jewelry","Fashion & Retail",NA
"2537",2536,2448,"Steven Schuurman","$1.1 B",46,"Netherlands","software","Technology",NA
"2538",2537,2448,"Shao Zengming","$1.1 B",64,"China","diamonds","Manufacturing",NA
"2539",2538,2448,"Analjit Singh","$1.1 B",68,"India","diversified","Diversified",NA
"2540",2539,2448,"Kavita Singhania","$1.1 B",60,"India","cement","Manufacturing",NA
"2541",2540,2448,"Michael S. Smith","$1.1 B",66,"United States","liquefied natural gas","Energy",NA
"2542",2541,2448,"Scott Smith","$1.1 B",72,"United States","cloud computing","Technology",NA
"2543",2542,2448,"Ashok Soota","$1.1 B",79,"India","software services","Technology",NA
"2544",2543,2448,"Michael Spencer","$1.1 B",66,"United Kingdom","stock exchange","Finance & Investments",NA
"2545",2544,2448,"Venu Srinivasan","$1.1 B",69,"India","two-wheelers","Automotive",NA
"2546",2545,2448,"Dirk Stroeer","$1.1 B",53,"Germany","advertising","Media & Entertainment",NA
"2547",2546,2448,"Susanto Suwarto","$1.1 B",66,"Indonesia","media","Media & Entertainment",NA
"2548",2547,2448,"Xiuguo Tang","$1.1 B",58,"China","manufacturing","Manufacturing",NA
"2549",2548,2448,"Mehmet Sinan Tara","$1.1 B",63,"Turkey","construction","Construction & Engineering",NA
"2550",2549,2448,"Robert Toll","$1.1 B",81,"United States","home building","Real Estate",NA
"2551",2550,2448,"Surin Upatkoon","$1.1 B",72,"Thailand","telecom, lotteries, insurance","Diversified",NA
"2552",2551,2448,"Sunil Vachani","$1.1 B",53,"India","electronics","Manufacturing",NA
"2553",2552,2448,"Murat Vargi","$1.1 B",74,"Turkey","telecom","Telecom",NA
"2554",2553,2448,"Pongsak Viddayakorn","$1.1 B",88,"Thailand","hospitals","Healthcare",NA
"2555",2554,2448,"Wang Linxiang","$1.1 B",64,"China","cashmere","Fashion & Retail",NA
"2556",2555,2448,"Wang Shumin","$1.1 B",65,"China","manufacturing","Manufacturing",NA
"2557",2556,2448,"Richard Warke","$1.1 B",64,"Canada","Mining","Metals & Mining",NA
"2558",2557,2448,"Anne Werninghaus","$1.1 B",36,"Brazil","industrial machinery","Manufacturing",NA
"2559",2558,2448,"Allan Wong","$1.1 B",72,"Hong Kong","electronics","Manufacturing",NA
"2560",2559,2448,"Chaoqun Wu","$1.1 B",52,"China","chemicals","Manufacturing",NA
"2561",2560,2448,"Wu Yonghua","$1.1 B",51,"China","apparel","Fashion & Retail",NA
"2562",2561,2448,"Wu Zhenxing","$1.1 B",52,"China","soy sauce","Food & Beverage",NA
"2563",2562,2448,"Franziska Wuerbser","$1.1 B",34,"Germany","kitchen appliances","Manufacturing",NA
"2564",2563,2448,"Xia Xinde","$1.1 B",57,"China","batteries","Manufacturing",NA
"2565",2564,2448,"Xiong Jun & family","$1.1 B",48,"China","pharmaceuticals","Healthcare",NA
"2566",2565,2448,"Jane Yan & family","$1.1 B",52,"China","software","Technology",NA
"2567",2566,2448,"Yang Erzhu","$1.1 B",71,"China","real estate","Real Estate",NA
"2568",2567,2448,"Vlad Yatsenko","$1.1 B",38,"Ukraine","fintech","Finance & Investments",NA
"2569",2568,2448,"Yi Xianzhong & family","$1.1 B",62,"China","pharmaceuticals","Healthcare",NA
"2570",2569,2448,"Yoshiaki Yoshida","$1.1 B",81,"Japan","cosmetics","Fashion & Retail",NA
"2571",2570,2448,"Yu Rong","$1.1 B",50,"China","health clinics","Healthcare",NA
"2572",2571,2448,"Igor Yusufov","$1.1 B",65,"Russia","oil & gas","Energy",NA
"2573",2572,2448,"Zeng Weixiong","$1.1 B",64,"China","healthcare","Healthcare",NA
"2574",2573,2448,"Zhang Cheng Fei","$1.1 B",54,"China","paper & related products","Manufacturing",NA
"2575",2574,2448,"Zhang Fangliang","$1.1 B",57,"China","biotechnology","Healthcare",NA
"2576",2575,2448,"Baoshen Zhong","$1.1 B",54,"China","solar energy","Energy",NA
